container_index,title,text,image_url,all_images,status,link,all_links,advertiser,is_promoted,time_period
11,How AI Is Changing Art for Creatives,Promoted,https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY,['https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY'],Active,/ad-library/detail/683727893,"['/ad-library/detail/683727893', '/ad-library/detail/683727893', '/ad-library/detail/683727893']",Microsoft,True,last-30-days
12,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
13,How AI Is Changing Art for Creatives,How AI Is Changing Art for Creatives,No image found,[],Active,No link found,[],Microsoft,,last-30-days
14,How AI Is Changing Art for Creatives,Promoted,https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY,['https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY'],Active,/ad-library/detail/683727993,"['/ad-library/detail/683727993', '/ad-library/detail/683727993', '/ad-library/detail/683727993']",Microsoft,True,last-30-days
15,How AI Is Changing Art for Creatives,Promoted,https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY,['https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY'],Active,/ad-library/detail/683727993,"['/ad-library/detail/683727993', '/ad-library/detail/683727993', '/ad-library/detail/683727993']",Microsoft,True,last-30-days
16,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
17,How AI Is Changing Art for Creatives,How AI Is Changing Art for Creatives,No image found,[],Active,No link found,[],Microsoft,,last-30-days
18,How AI Is Changing Art for Creatives,Promoted,https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY,['https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY'],Active,/ad-library/detail/683697923,"['/ad-library/detail/683697923', '/ad-library/detail/683697923', '/ad-library/detail/683697923']",Microsoft,True,last-30-days
19,How AI Is Changing Art for Creatives,Promoted,https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY,['https://media.licdn.com/dms/image/v2/D560BAQH32RJQCl3dDQ/company-logo_100_100/B56ZYQ0mrGGoAU-/0/1744038948046/microsoft_logo?e=2147483647&v=beta&t=rr_7_bFRKp6umQxIHErPOZHtR8dMPIYeTjlKFdotJBY'],Active,/ad-library/detail/683697923,"['/ad-library/detail/683697923', '/ad-library/detail/683697923', '/ad-library/detail/683697923']",Microsoft,True,last-30-days
20,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
21,How AI Is Changing Art for Creatives,How AI Is Changing Art for Creatives,No image found,[],Active,No link found,[],Microsoft,,last-30-days
22,How AI Is Changing Art for Creatives,Promoted,No image found,[],Active,/ad-library/detail/683757433,"['/ad-library/detail/683757433', '/ad-library/detail/683757433', '/ad-library/detail/683757433']",Microsoft,True,last-30-days
23,How AI Is Changing Art for Creatives,Promoted,No image found,[],Active,/ad-library/detail/683757433,"['/ad-library/detail/683757433', '/ad-library/detail/683757433', '/ad-library/detail/683757433']",Microsoft,True,last-30-days
24,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
25,How AI Is Changing Art for Creatives,How AI Is Changing Art for Creatives,No image found,[],Active,No link found,[],Microsoft,,last-30-days
26,Der Text liest: Microsoft Tech Brief. Copilot und Agents als smarte Assistenten für Ihr Vertriebsteam. 17. Juni 2025…,Promoted,No image found,[],Active,/ad-library/detail/669553414?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669553414?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669553414', '/ad-library/detail/669553414']",Microsoft,True,last-30-days
27,Der Text liest: Microsoft Tech Brief. Copilot und Agents als smarte Assistenten für Ihr Vertriebsteam. 17. Juni 2025…,Promoted,No image found,[],Active,/ad-library/detail/669553414?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669553414?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669553414', '/ad-library/detail/669553414']",Microsoft,True,last-30-days
28,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
29,Der Text liest: Microsoft Tech Brief. Copilot und Agents als smarte Assistenten für Ihr Vertriebsteam. 17. Juni 2025…,Der Text liest: Microsoft Tech Brief. Copilot und Agents als smarte Assistenten für Ihr Vertriebsteam. 17. Juni 2025…,No image found,[],Active,No link found,[],Microsoft,,last-30-days
30,Der Text liest: Microsoft Tech Brief. Copilot und Agents als smarte Assistenten für Ihr Vertriebsteam. 17. Juni 2025…,Der Text liest: Microsoft Tech Brief. Copilot und Agents als smarte Assistenten für Ihr Vertriebsteam. 17. Juni 2025…,No image found,[],Active,No link found,[],Microsoft,,last-30-days
31,Datacenter Careers,Promoted,No image found,[],Active,/ad-library/detail/669663824,"['/ad-library/detail/669663824', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824', '/ad-library/detail/669663824']",Microsoft,True,last-30-days
32,Datacenter Careers,Promoted,No image found,[],Active,/ad-library/detail/669663824,"['/ad-library/detail/669663824', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663824?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663824', '/ad-library/detail/669663824']",Microsoft,True,last-30-days
33,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
34,Unleash the power of AI at work!,Promoted,No image found,[],Active,/ad-library/detail/683746063?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/683746063?trk=ad_library_ad_preview_content_image', '/ad-library/detail/683746063', '/ad-library/detail/683746063']",Microsoft,True,last-30-days
35,Unleash the power of AI at work!,Promoted,No image found,[],Active,/ad-library/detail/683746063?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/683746063?trk=ad_library_ad_preview_content_image', '/ad-library/detail/683746063', '/ad-library/detail/683746063']",Microsoft,True,last-30-days
36,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
37,Unleash the power of AI at work!,Unleash the power of AI at work!,No image found,[],Active,No link found,[],Microsoft,,last-30-days
38,How AI Is Changing Art for Creatives,Promoted,No image found,[],Active,/ad-library/detail/683717973,"['/ad-library/detail/683717973', '/ad-library/detail/683717973', '/ad-library/detail/683717973']",Microsoft,True,last-30-days
39,How AI Is Changing Art for Creatives,Promoted,No image found,[],Active,/ad-library/detail/683717973,"['/ad-library/detail/683717973', '/ad-library/detail/683717973', '/ad-library/detail/683717973']",Microsoft,True,last-30-days
40,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
41,How AI Is Changing Art for Creatives,How AI Is Changing Art for Creatives,No image found,[],Active,No link found,[],Microsoft,,last-30-days
42,Elevate your work with AI,Promoted,No image found,[],Active,/ad-library/detail/683716213?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/683716213?trk=ad_library_ad_preview_content_image', '/ad-library/detail/683716213', '/ad-library/detail/683716213']",Microsoft,True,last-30-days
43,Elevate your work with AI,Promoted,No image found,[],Active,/ad-library/detail/683716213?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/683716213?trk=ad_library_ad_preview_content_image', '/ad-library/detail/683716213', '/ad-library/detail/683716213']",Microsoft,True,last-30-days
44,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
45,Elevate your work with AI,Elevate your work with AI,No image found,[],Active,No link found,[],Microsoft,,last-30-days
46,Datacenter Careers,Promoted,No image found,[],Active,/ad-library/detail/669644884,"['/ad-library/detail/669644884', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884', '/ad-library/detail/669644884']",Microsoft,True,last-30-days
47,Datacenter Careers,Promoted,No image found,[],Active,/ad-library/detail/669644884,"['/ad-library/detail/669644884', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669644884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669644884', '/ad-library/detail/669644884']",Microsoft,True,last-30-days
48,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
49,Datacenter Careers,Promoted,No image found,[],Active,/ad-library/detail/669663884,"['/ad-library/detail/669663884', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884', '/ad-library/detail/669663884']",Microsoft,True,last-30-days
50,Datacenter Careers,Promoted,No image found,[],Active,/ad-library/detail/669663884,"['/ad-library/detail/669663884', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/669663884?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/669663884', '/ad-library/detail/669663884']",Microsoft,True,last-30-days
51,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
52,How AI Is Changing Art for Creatives,Promoted,No image found,[],Active,/ad-library/detail/683678233,"['/ad-library/detail/683678233', '/ad-library/detail/683678233', '/ad-library/detail/683678233']",Microsoft,True,last-30-days
53,How AI Is Changing Art for Creatives,Promoted,No image found,[],Active,/ad-library/detail/683678233,"['/ad-library/detail/683678233', '/ad-library/detail/683678233', '/ad-library/detail/683678233']",Microsoft,True,last-30-days
54,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
55,How AI Is Changing Art for Creatives,How AI Is Changing Art for Creatives,No image found,[],Active,No link found,[],Microsoft,,last-30-days
56,Der Text liest: Microsoft Fabric in Action. Datenstrategie zukunftssicher gestalten. 21. Mai 2025.,Promoted,No image found,[],Active,/ad-library/detail/669553424?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669553424?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669553424', '/ad-library/detail/669553424']",Microsoft,True,last-30-days
57,Der Text liest: Microsoft Fabric in Action. Datenstrategie zukunftssicher gestalten. 21. Mai 2025.,Promoted,No image found,[],Active,/ad-library/detail/669553424?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669553424?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669553424', '/ad-library/detail/669553424']",Microsoft,True,last-30-days
58,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
59,Der Text liest: Microsoft Fabric in Action. Datenstrategie zukunftssicher gestalten. 21. Mai 2025.,Der Text liest: Microsoft Fabric in Action. Datenstrategie zukunftssicher gestalten. 21. Mai 2025.,No image found,[],Active,No link found,[],Microsoft,,last-30-days
60,Der Text liest: Microsoft Fabric in Action. Datenstrategie zukunftssicher gestalten. 21. Mai 2025.,Der Text liest: Microsoft Fabric in Action. Datenstrategie zukunftssicher gestalten. 21. Mai 2025.,No image found,[],Active,No link found,[],Microsoft,,last-30-days
61,"CEO of Microsoft UK, CVP","CEO of Microsoft UK, CVP",No image found,[],Active,https://uk.linkedin.com/company/hsbc,"['https://uk.linkedin.com/company/hsbc', '/ad-library/detail/692829366', '/ad-library/detail/692829366', '/ad-library/detail/692829366']",Microsoft,True,last-30-days
62,"CEO of Microsoft UK, CVP","CEO of Microsoft UK, CVP",No image found,[],Active,https://uk.linkedin.com/company/hsbc,"['https://uk.linkedin.com/company/hsbc', '/ad-library/detail/692829366', '/ad-library/detail/692829366', '/ad-library/detail/692829366']",Microsoft,True,last-30-days
63,"Text lautet: ""Microsoft AI School - Die Copilot-Doppelstunde: Powerpoint im Detail. 15. Mai 2025, 13.30-15.00 Uhr…",Promoted,No image found,[],Active,/ad-library/detail/669621724?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669621724?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669621724', '/ad-library/detail/669621724']",Microsoft,True,last-30-days
64,"Text lautet: ""Microsoft AI School - Die Copilot-Doppelstunde: Powerpoint im Detail. 15. Mai 2025, 13.30-15.00 Uhr…",Promoted,No image found,[],Active,/ad-library/detail/669621724?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669621724?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669621724', '/ad-library/detail/669621724']",Microsoft,True,last-30-days
65,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
66,"Text lautet: ""Microsoft AI School - Die Copilot-Doppelstunde: Powerpoint im Detail. 15. Mai 2025, 13.30-15.00 Uhr…","Text lautet: ""Microsoft AI School - Die Copilot-Doppelstunde: Powerpoint im Detail. 15. Mai 2025, 13.30-15.00 Uhr…",No image found,[],Active,No link found,[],Microsoft,,last-30-days
67,"Text lautet: ""Microsoft AI School - Die Copilot-Doppelstunde: Powerpoint im Detail. 15. Mai 2025, 13.30-15.00 Uhr…","Text lautet: ""Microsoft AI School - Die Copilot-Doppelstunde: Powerpoint im Detail. 15. Mai 2025, 13.30-15.00 Uhr…",No image found,[],Active,No link found,[],Microsoft,,last-30-days
68,"Der Text liest: Microsoft Discovery Hour. So gestalten Sie Ihr ERP-System mit KI, Automatisieriung und Analytics neu…",Promoted,No image found,[],Active,/ad-library/detail/669562834?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669562834?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669562834', '/ad-library/detail/669562834']",Microsoft,True,last-30-days
69,"Der Text liest: Microsoft Discovery Hour. So gestalten Sie Ihr ERP-System mit KI, Automatisieriung und Analytics neu…",Promoted,No image found,[],Active,/ad-library/detail/669562834?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669562834?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669562834', '/ad-library/detail/669562834']",Microsoft,True,last-30-days
70,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
71,"Der Text liest: Microsoft Discovery Hour. So gestalten Sie Ihr ERP-System mit KI, Automatisieriung und Analytics neu…","Der Text liest: Microsoft Discovery Hour. So gestalten Sie Ihr ERP-System mit KI, Automatisieriung und Analytics neu…",No image found,[],Active,No link found,[],Microsoft,,last-30-days
72,"Der Text liest: Microsoft Discovery Hour. So gestalten Sie Ihr ERP-System mit KI, Automatisieriung und Analytics neu…","Der Text liest: Microsoft Discovery Hour. So gestalten Sie Ihr ERP-System mit KI, Automatisieriung und Analytics neu…",No image found,[],Active,No link found,[],Microsoft,,last-30-days
73,"Text lautet: ""Microsoft Ai Show. Gesetze, Regularien, Standards. Was hat das mit Sicherheit und mit KI zu tun? Jetzt…",Promoted,No image found,[],Active,/ad-library/detail/669621714?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669621714?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669621714', '/ad-library/detail/669621714']",Microsoft,True,last-30-days
74,"Text lautet: ""Microsoft Ai Show. Gesetze, Regularien, Standards. Was hat das mit Sicherheit und mit KI zu tun? Jetzt…",Promoted,No image found,[],Active,/ad-library/detail/669621714?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669621714?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669621714', '/ad-library/detail/669621714']",Microsoft,True,last-30-days
75,No title found,Microsoft,No image found,[],Active,No link found,[],Microsoft,,last-30-days
76,"Text lautet: ""Microsoft Ai Show. Gesetze, Regularien, Standards. Was hat das mit Sicherheit und mit KI zu tun? Jetzt…","Text lautet: ""Microsoft Ai Show. Gesetze, Regularien, Standards. Was hat das mit Sicherheit und mit KI zu tun? Jetzt…",No image found,[],Active,No link found,[],Microsoft,,last-30-days
77,"Text lautet: ""Microsoft Ai Show. Gesetze, Regularien, Standards. Was hat das mit Sicherheit und mit KI zu tun? Jetzt…","Text lautet: ""Microsoft Ai Show. Gesetze, Regularien, Standards. Was hat das mit Sicherheit und mit KI zu tun? Jetzt…",No image found,[],Active,No link found,[],Microsoft,,last-30-days
